age,exp,inc,family,edu,mortgage,ccAvg,securities,cd,online,cc,infoReq,loan
33,9,49,1,2,0,30.85211967,NA,0,1,0,Email,0
46,20,185,4,2,428,95.68348536,0,0,0,1,Ph,1
63,39,52,2,1,0,13.98227026,0,0,1,1,Ph,0
62,37,53,2,1,NA,37.28004002,0,0,1,0,Email,0
43,17,125,4,2,0,45.44318346,0,0,0,0,Ph,1
31,5,72,3,1,0,19.65235068,0,0,1,0,Email,0
28,2,51,4,3,0,24.20526488,0,0,0,NA,Email,0
64,39,23,3,1,0,6.003193726,NA,0,0,0,Ph,0
27,1,41,1,3,0,24.71912543,0,0,0,1,Email,0
33,9,41,3,1,108,26.06704748,0,0,1,0,Email,0
39,12,138,1,2,0,60.45307028,0,0,1,0,Email,1
44,20,138,2,1,0,42.90417188,0,0,0,1,Email,0
53,28,14,4,1,0,11.01273312,0,0,1,1,Email,0
42,18,NA,2,1,505,97.01682819,0,0,0,0,Email,0
44,17,25,3,2,0,12.9781693,0,0,0,1,Ph,0
34,10,43,1,1,142,21.97999613,0,0,0,1,Email,0
47,22,93,1,2,309,3.011727145,0,0,1,0,Ph,0
53,29,90,2,1,217,4.074672151,1,NA,0,1,Email,0
62,36,41,2,3,154,13.11809615,1,0,1,0,Email,0
61,36,169,2,3,106,78.2037526,0,1,1,1,Ph,1
42,17,63,NA,3,0,28.0197174,0,0,1,0,Email,0
48,21,NA,3,2,95,8.071944786,0,0,0,0,Email,0
38,13,140,4,1,0,6.005749634,0,0,0,0,Ph,1
41,15,75,1,NA,0,18.87024178,0,0,1,0,Ph,0
57,32,13,4,NA,78,11.87199147,NA,0,1,NA,Email,0
31,7,10,1,3,81,5.989285799,0,0,1,0,Ph,0
39,15,100,1,2,NA,10.93695493,0,0,1,0,Ph,0
48,22,85,3,1,203,13.79677513,0,0,1,0,Ph,0
55,31,73,3,1,219,33.95542529,0,0,1,0,Ph,0
29,4,NA,2,1,0,87.03845143,0,0,0,1,Email,0
47,22,65,3,2,0,34.98439306,0,0,1,0,Ph,0
61,36,59,NA,1,148,22.12457453,0,0,0,0,Email,0
60,34,NA,NA,NA,0,13.08157853,0,0,0,0,Email,0
34,10,134,1,1,NA,52.07972578,0,0,0,0,Ph,0
45,21,11,4,1,106,3.032248806,0,0,1,1,Email,0
60,35,32,1,3,80,3.967093534,0,0,1,0,Email,0
NA,0,53,2,3,0,19.91074105,0,0,1,1,Ph,0
41,17,28,1,1,0,8.995765214,0,0,0,1,Email,0
63,37,44,NA,3,0,12.90066377,0,0,1,0,Email,0
63,39,40,NA,1,118,10.98018701,0,0,0,1,Email,0
43,19,40,3,2,0,6.889678364,0,0,1,0,Email,0
58,32,163,2,1,400,5.939827849,0,0,0,0,Email,0
50,25,82,1,3,0,15.9834903,0,0,NA,0,Ph,0
NA,12,89,4,2,0,17.66524559,0,0,0,0,Ph,0
54,30,NA,4,NA,0,19.78537347,0,0,1,1,Email,0
61,36,55,3,3,197,11.89831661,0,0,0,0,Ph,0
29,NA,34,4,2,0,4.937226852,0,0,1,0,Email,0
39,12,108,4,2,NA,48.08974818,0,0,0,1,Ph,1
33,7,58,4,2,0,28.09726243,0,0,1,1,Email,0
23,-1,73,4,1,0,32.94911449,0,0,1,0,Ph,0
56,31,54,NA,1,0,27.05366651,0,0,NA,0,Email,0
NA,30,45,4,2,0,12.07832902,0,0,0,1,Email,0
37,11,123,1,2,0,29.08612097,1,1,1,0,Ph,1
38,12,93,1,1,267,68.58565314,0,0,1,0,Ph,0
34,9,102,4,2,0,28.30680129,0,0,1,0,Email,0
53,29,39,3,1,NA,19.1640216,0,0,1,0,Email,0
65,40,114,4,2,0,44.97602548,0,0,0,1,Email,0
62,37,29,1,3,0,4.012464308,0,0,0,1,Email,0
51,25,30,3,2,144,7.047283141,0,0,0,1,Ph,0
31,5,22,1,3,0,7.014298358,0,0,0,0,Ph,0
64,38,NA,2,1,186,3.995093951,0,0,1,1,Ph,0
39,15,41,2,1,0,21.96216541,0,0,0,0,Ph,0
28,3,161,4,3,422,21.96062363,0,1,1,1,Ph,1
60,35,38,3,2,0,6.052005378,0,0,1,1,Email,0
47,23,25,1,3,0,12.01160246,0,0,1,0,Ph,0
25,1,70,4,1,218,32.44487375,0,0,1,0,Email,0
44,19,201,2,1,0,103.6669511,0,0,1,1,Ph,0
51,26,42,NA,3,0,7.00085824,0,0,1,1,Email,0
31,7,64,1,1,NA,14.99555584,0,0,1,0,Email,0
32,7,28,4,NA,0,14.0214911,0,0,0,0,Email,0
51,25,119,1,1,208,64.96284116,0,0,1,1,Ph,0
25,1,28,1,3,0,13.04743226,0,0,1,0,Ph,0
43,NA,60,3,3,0,26.60875578,0,0,1,0,Ph,0
54,29,23,1,2,0,19.01944464,0,0,0,0,Ph,0
34,8,164,4,3,0,92.47743811,0,0,1,0,Email,1
54,30,39,2,1,0,10.91268491,0,0,0,NA,Email,0
42,17,NA,2,NA,85,1.00032303,0,0,1,1,Email,0
46,20,72,2,3,0,10.80197355,0,0,1,1,Email,0
62,37,41,3,3,0,12.17493271,0,0,1,1,Email,0
NA,5,32,2,2,130,3.984276275,0,0,1,0,Email,0
30,5,69,1,2,0,11.13611742,0,0,1,0,Email,0
52,28,23,3,1,0,4.971531046,0,0,1,0,Email,0
35,9,44,4,NA,0,2.997945828,0,0,1,0,Ph,0
60,36,32,3,2,165,4.980664659,0,0,1,0,Ph,0
58,34,NA,2,NA,123,4.027435514,0,0,1,0,Email,0
24,NA,80,2,NA,0,19.90515468,0,0,NA,0,Email,0
40,16,83,1,NA,230,10.91198733,1,NA,1,0,Email,0
49,23,133,1,1,0,92.73594767,0,0,1,1,Ph,0
43,NA,89,1,2,307,1.996355393,0,0,0,1,Email,0
33,7,81,2,3,187,58.47124615,0,1,1,1,Ph,0
36,11,44,2,2,85,14.03674911,0,0,1,0,Email,0
62,36,119,2,1,NA,26.09866411,0,0,0,0,Ph,0
57,32,39,4,1,147,11.96729467,0,0,0,0,Ph,0
64,38,40,NA,3,0,12.87247873,0,0,0,0,Ph,0
52,26,79,3,1,183,10.99765939,0,0,0,0,Ph,0
54,28,30,4,2,0,8.993854809,0,0,1,0,Ph,0
40,14,179,1,3,0,33.23152042,0,0,1,0,Ph,1
30,5,178,2,1,0,87.7973189,0,0,0,0,Ph,0
55,30,82,4,2,0,49.49023614,0,0,1,0,Email,0
39,13,50,2,2,0,31.05382796,0,0,0,0,Ph,0
55,30,64,2,2,0,25.16731025,0,0,0,0,Email,0
28,4,129,1,1,0,18.83891185,0,0,0,1,Email,0
44,18,68,4,1,0,37.67247676,1,0,0,0,Email,0
46,21,30,1,3,112,17.9956253,1,0,0,0,Email,0
61,36,48,3,1,0,18.83113741,0,0,0,1,Email,0
61,36,130,1,1,257,16.01160945,0,0,0,0,Email,0
45,20,40,1,3,0,6.042740699,1,0,1,0,Ph,0
38,14,105,2,1,0,24.90610255,0,0,1,0,Ph,0
29,3,41,4,1,0,3.011530096,0,0,1,0,Email,0
52,28,168,3,3,118,83.02575626,0,0,1,0,Ph,1
NA,14,80,2,1,0,34.60892113,0,0,1,0,Email,0
28,3,134,2,1,0,40.00830248,0,0,1,0,Email,0
34,9,NA,1,3,0,31.9624682,NA,0,0,0,Ph,0
35,9,63,2,1,0,24.00728978,0,0,1,0,Email,0
46,22,70,4,1,212,24.8581652,0,0,0,1,Email,0
63,37,32,3,2,141,9.036352506,0,0,0,0,Email,0
33,9,14,3,3,114,12.13669649,0,0,NA,0,Email,0
38,14,111,2,1,326,79.87762312,0,0,0,0,Ph,0
53,27,38,4,2,144,37.00236176,1,NA,1,0,Email,0
28,2,121,2,1,NA,25.96410565,0,0,1,0,Email,0
44,18,90,4,NA,0,32.84420272,0,0,1,0,Email,0
58,31,178,2,2,0,78.38627471,0,0,1,0,Email,1
38,14,20,4,2,79,4.993074617,0,0,NA,1,Ph,0
48,24,61,2,1,229,22.09309624,0,0,0,1,Email,0
NA,7,43,4,1,0,11.01983864,0,0,0,0,Email,0
66,42,39,1,2,0,25.31545273,0,0,1,1,Email,0
59,34,60,NA,1,234,26.90026937,0,0,1,1,Email,0
40,15,63,3,1,0,39.17666311,1,0,1,0,Email,0
36,11,8,4,3,81,3.005421504,0,0,0,1,Ph,0
62,38,NA,4,NA,0,16.11827975,0,0,1,1,Email,0
51,27,92,4,1,NA,38.85275009,0,1,1,1,Ph,1
58,32,111,2,1,298,17.82911728,0,0,1,0,Ph,0
52,26,71,1,3,0,17.97550799,0,0,0,0,Email,0
NA,16,25,2,2,91,2.029168155,1,0,0,0,Email,0
31,5,34,1,3,156,25.25022141,0,0,1,0,Email,0
28,3,74,3,3,0,33.36971368,0,0,0,0,Email,0
57,31,120,2,1,0,25.94015628,0,0,0,1,Email,0
61,37,50,4,2,0,16.02717676,0,0,0,1,Ph,0
NA,36,10,NA,1,0,12.9816557,0,0,1,1,Ph,0
56,29,45,4,2,113,31.73128671,0,0,1,0,Email,0
49,23,29,4,1,0,23.88066711,0,0,1,1,Ph,0
63,37,145,2,1,0,90.02160949,NA,0,1,0,Email,0
49,23,100,2,1,0,79.23201021,0,0,0,0,Email,0
49,25,24,3,1,0,5.120367489,0,0,1,0,Email,0
32,8,60,NA,1,0,14.93641326,0,NA,1,1,Ph,0
26,1,50,4,2,0,6.99049511,0,0,0,0,Email,0
27,1,43,3,2,0,13.99475318,0,0,0,0,Email,0
57,31,79,3,1,0,58.57741681,0,0,0,1,Email,0
29,5,44,3,2,0,1.987716843,0,0,1,1,Ph,0
56,NA,31,4,3,0,19.0778091,0,0,1,0,Email,0
59,35,14,2,1,NA,12.87677608,0,0,1,0,Email,0
53,28,19,4,1,106,11.09421379,0,0,0,1,Email,0
54,29,111,1,2,0,14.1058063,0,0,1,0,Ph,1
56,30,90,1,2,0,24.7918867,0,0,1,0,Email,0
50,25,21,2,NA,129,9.066690292,0,0,0,0,Email,0
51,NA,104,1,2,0,53.90631157,0,0,1,0,Ph,1
53,27,75,1,2,0,24.92171617,0,0,1,0,Email,0
37,12,175,2,1,297,96.39131392,0,0,1,1,Email,0
32,7,98,1,1,171,54.27197709,1,1,0,0,Ph,1
49,23,NA,4,1,153,1.99983482,0,0,1,0,Ph,0
34,8,171,2,2,569,27.53301561,0,0,1,0,Email,1
54,30,79,4,2,0,20.03582787,0,0,1,0,Ph,0
64,39,24,4,2,0,6.922703499,0,0,0,0,Email,0
58,34,90,NA,2,0,47.13710942,0,0,0,0,Ph,1
25,-1,39,3,2,0,30.19283914,0,0,1,0,Ph,0
50,25,9,2,1,0,1.004173875,1,0,0,0,Email,0
38,13,15,2,2,90,2.005836603,0,0,1,0,Email,0
48,24,80,1,1,0,35.43303094,0,0,1,NA,Email,0
41,15,63,1,3,79,9.09831983,0,0,0,1,Ph,0
32,8,20,1,3,102,6.018673499,0,0,1,0,Email,0
NA,22,43,2,3,0,27.38690922,1,1,1,1,Email,0
39,15,65,1,3,0,18.81821929,0,0,0,0,Email,0
39,15,91,2,2,151,21.822549,0,0,0,0,Email,0
63,39,NA,1,1,0,10.98469507,0,0,0,0,Email,0
58,32,110,3,2,0,22.264711,NA,0,0,0,Email,0
28,4,82,NA,1,103,18.97707758,0,0,1,0,Email,0
36,11,23,4,3,0,2.979641125,0,0,1,0,Email,0
43,19,172,2,1,0,87.28907568,0,0,1,0,Ph,0
36,12,NA,2,1,0,34.66205257,0,0,1,0,Ph,0
44,18,71,2,3,0,10.92101986,0,0,1,0,Email,0
31,5,NA,1,3,144,38.12715853,1,0,0,NA,Email,1
45,21,39,2,3,184,26.64596842,0,0,0,1,Email,0
39,13,94,1,3,0,19.02405497,0,0,0,1,Email,0
43,16,25,3,2,0,12.91944754,0,0,1,0,Email,0
40,15,10,2,3,102,1.000592266,0,0,1,0,Email,0
30,5,NA,1,1,184,12.88889301,NA,0,0,0,Ph,0
58,33,142,2,1,0,50.92550461,0,0,0,1,Ph,0
46,21,34,2,1,0,15.80094497,0,0,1,0,Ph,0
35,10,139,1,1,0,59.68237394,0,0,0,0,Email,0
30,4,154,2,1,207,59.28836331,0,0,1,0,Ph,0
34,8,40,2,3,89,26.22519384,0,0,0,0,Email,0
62,32,NA,1,3,140,19.02582654,0,0,1,1,Email,0
58,34,80,2,NA,0,19.93135843,0,0,1,1,Email,0
45,18,10,3,2,100,8.029882395,0,0,1,0,Email,0
42,16,41,3,3,0,5.973865418,0,0,1,0,Email,0
60,36,NA,4,1,118,15.92503854,0,0,1,1,Email,0
55,29,78,1,3,190,10.99990931,0,0,1,0,Email,0
45,21,164,1,1,0,66.90403977,0,0,0,1,Email,0
52,27,23,1,3,0,5.041809084,0,0,0,0,Email,0
31,NA,149,1,1,0,77.17863463,0,0,0,0,Ph,0
60,34,NA,4,3,0,8.970396281,0,0,1,0,Ph,0
33,9,42,1,3,0,27.13331267,0,0,1,0,Email,0
37,11,71,1,1,185,32.01518085,0,0,1,1,Email,0
59,34,114,3,2,0,54.56071275,0,0,1,0,Email,1
51,26,70,1,NA,0,37.19663601,0,0,1,1,Email,0
47,23,149,4,1,0,79.93874693,0,0,0,NA,Ph,1
60,33,55,4,2,0,31.482233,0,0,1,0,Email,0
61,36,NA,1,1,0,15.88181281,0,NA,0,0,Email,0
64,40,123,1,1,0,49.75637141,0,0,1,1,Ph,0
46,20,152,1,3,374,93.02012616,0,1,1,1,Ph,1
31,7,8,4,2,0,9.095426136,0,0,0,0,Ph,0
57,32,69,4,1,245,8.849787695,0,0,0,0,Email,0
48,23,161,4,3,310,96.72853932,0,0,0,0,Ph,1
48,23,79,1,2,0,3.018900246,0,0,0,0,Ph,0
35,10,105,1,1,0,60.33527493,0,0,0,0,Email,0
33,8,39,3,1,0,29.12556148,0,0,0,0,Email,0
47,23,163,1,1,0,65.48231512,0,0,0,0,Ph,0
46,20,9,1,1,0,3.008118009,NA,0,1,0,Email,0
44,20,71,4,3,0,26.0940983,0,0,0,1,Email,0
42,18,NA,3,3,0,27.03032883,0,0,0,0,Email,0
50,24,32,1,3,167,17.71801426,NA,0,0,0,Ph,0
52,26,161,4,1,0,56.11570143,0,1,1,1,Email,1
53,27,60,1,1,0,2.965569281,0,0,1,0,Email,0
37,10,35,4,2,0,12.88219656,0,0,0,0,Email,0
64,40,41,4,2,0,15.08430316,0,0,1,0,Ph,0
46,NA,73,2,1,216,22.46736701,0,0,NA,0,Email,0
57,33,49,4,1,214,19.16980988,NA,1,1,1,Email,0
61,35,79,NA,1,194,25.9315785,0,0,1,1,Email,0
42,18,120,2,1,0,94.34349997,1,0,0,0,Email,0
40,16,60,2,1,0,40.77064244,0,0,0,0,Email,0
33,8,78,3,2,NA,7.03552139,0,0,1,0,Ph,0
50,26,40,4,2,131,14.202961,0,0,0,0,Email,0
52,26,110,2,3,204,70.49710331,1,1,1,0,Ph,1
35,11,160,4,3,NA,74.97125807,NA,0,0,0,Email,1
57,32,68,4,1,191,9.029221843,0,0,1,1,Email,0
56,31,49,2,3,103,20.31061231,0,0,1,0,Email,0
NA,20,65,2,1,0,31.82055733,0,0,1,0,Email,0
23,-3,55,3,2,145,31.02423718,0,0,1,0,Email,0
33,8,62,3,NA,98,28.56551501,0,0,0,1,Ph,0
48,NA,152,1,1,0,1.005207631,0,0,0,0,Email,0
45,18,NA,NA,2,0,31.98540521,0,NA,0,0,Email,0
54,28,39,4,2,0,8.847388276,0,0,1,0,Email,0
42,17,111,3,1,0,39.14905036,1,1,0,1,Ph,1
47,21,NA,3,1,0,27.06302975,0,0,0,0,Email,0
61,36,108,4,2,0,45.05864467,0,0,1,0,Ph,0
53,27,59,2,3,0,11.01728301,0,0,1,0,Email,0
56,NA,61,3,1,193,31.87196233,0,0,1,0,Email,0
33,6,78,4,2,NA,25.8781032,1,0,1,0,Ph,0
44,18,NA,2,NA,0,1.966501396,0,0,1,0,Ph,0
63,37,113,4,3,0,22.21333113,0,0,1,1,Email,0
47,20,62,1,2,0,34.06960882,0,0,1,0,Email,0
50,24,81,1,1,248,64.59446079,0,0,1,0,Email,0
49,25,13,3,1,106,4.978726228,0,0,1,0,Email,0
34,9,NA,1,1,194,37.61971676,0,0,0,0,Ph,0
40,14,33,2,3,89,10.83162035,0,0,1,0,Email,0
38,13,179,1,1,0,53.66624701,0,0,NA,0,Email,0
51,26,69,3,2,0,25.89694898,0,0,1,0,Ph,0
28,4,45,1,3,0,12.96560808,0,0,1,0,Email,0
52,26,59,3,2,0,38.91505457,0,0,1,0,Ph,0
39,NA,81,2,1,0,36.92891451,0,0,1,NA,Email,0
29,5,133,1,1,212,71.42095571,0,0,NA,0,Ph,0
54,29,81,2,3,0,0.999801327,0,0,1,0,Email,0
63,38,14,4,2,86,5.093930009,0,0,1,1,Email,0
40,14,28,2,3,0,10.79943669,NA,0,0,0,Email,0
36,12,93,2,1,NA,28.01782906,0,0,1,0,Email,0
45,20,191,3,3,123,32.90421793,0,0,0,0,Email,1
61,37,155,1,1,0,38.49737672,0,0,1,0,Email,0
26,NA,155,2,1,0,91.7546303,0,0,0,0,Email,0
33,8,68,4,1,0,15.97123252,0,0,1,0,Email,0
64,40,52,2,1,NA,14.10047303,0,0,0,0,Email,0
NA,17,51,1,3,0,9.07706755,0,0,0,0,Email,0
24,0,44,4,1,180,19.96099828,0,0,1,0,Email,0
30,5,121,2,NA,408,39.39486763,0,0,1,0,Ph,0
60,36,49,4,1,204,28.36908215,1,0,1,NA,Ph,0
50,26,42,2,3,78,12.92843752,1,0,1,0,Email,0
40,15,144,1,1,0,53.53659631,0,0,0,0,Email,0
31,6,72,1,2,0,32.8443113,0,0,1,0,Email,0
30,4,44,1,1,109,18.96219717,0,0,0,0,Email,0
60,NA,43,3,3,175,12.04257147,0,0,0,0,Email,0
39,14,74,1,2,144,1.963408303,1,0,1,0,Ph,0
66,41,145,1,1,0,32.2904713,0,0,1,0,Email,0
65,41,158,2,1,0,27.36532688,0,0,0,0,Email,0
54,28,78,4,1,0,64.54775887,0,0,0,0,Email,0
54,29,154,1,2,352,31.22302939,0,0,1,0,Ph,1
35,9,105,2,NA,0,59.60593456,0,0,0,0,Email,0
32,NA,100,3,2,0,6.948369556,0,0,1,0,Email,0
63,39,58,1,2,0,1.011564819,0,0,1,0,Email,0
60,35,113,1,1,406,11.964257,0,0,1,0,Ph,0
43,18,10,2,NA,0,1.997735029,1,0,0,1,Ph,0
59,33,142,2,1,0,35.20145102,0,0,0,0,Email,0
62,37,128,1,1,0,32.05021916,0,0,0,0,Email,0
30,5,131,NA,3,0,5.945240889,0,0,0,0,Ph,1
54,30,88,4,2,122,13.08269083,0,0,1,0,Email,0
30,6,101,2,1,0,6.972350716,0,0,1,NA,Email,0
31,1,70,2,3,0,22.80532964,0,1,1,1,Email,0
44,20,122,1,1,0,4.037191012,1,0,1,0,Email,0
32,8,70,3,1,0,19.22852127,0,0,1,0,Email,0
63,38,148,2,3,0,56.22724561,0,0,1,0,Email,1
57,32,43,2,3,166,27.21469301,0,NA,1,0,Ph,0
NA,30,31,1,3,0,19.0151363,0,0,1,0,Ph,0
37,11,35,2,3,0,11.05244298,0,0,0,0,Email,0
53,27,81,4,3,0,32.91401821,0,0,1,0,Email,0
51,25,19,1,3,98,17.89004802,0,0,0,0,Email,0
30,5,98,4,3,129,24.04487043,1,1,1,1,Email,0
28,2,101,NA,3,0,27.22215657,0,0,1,0,Ph,0
50,24,81,2,3,0,5.033021112,0,0,0,0,Email,0
52,27,135,1,1,452,7.072035351,0,0,1,0,Ph,0
56,30,34,NA,2,0,8.815418945,0,0,1,0,Email,0
40,16,104,1,1,249,45.14402697,0,0,0,0,Ph,0
64,38,29,3,2,0,8.999823835,0,0,1,0,Email,0
61,36,119,2,2,0,71.57595041,0,0,1,0,Ph,1
46,20,82,2,2,0,22.31155187,0,0,1,1,Email,0
55,29,62,1,1,0,3.031314839,0,0,1,0,Ph,0
45,19,85,3,1,0,27.12189625,0,0,1,1,Email,0
40,15,8,2,2,0,1.994340394,0,0,0,0,Email,0
63,37,78,4,3,0,21.97175347,0,0,1,0,Ph,0
57,32,44,3,2,0,5.937996054,0,0,1,0,Email,0
38,14,122,2,1,0,96.93664408,0,0,1,NA,Email,0
37,11,22,3,2,114,1.974335014,0,0,0,0,Email,0
31,5,39,NA,2,0,28.06872336,0,0,1,1,Email,0
50,26,55,1,2,0,20.1055503,0,0,1,0,Ph,0
42,18,144,2,1,158,79.18489909,0,0,0,0,Email,0
51,27,71,NA,2,0,32.92874112,0,0,0,1,Email,0
38,13,191,2,1,0,39.21808322,0,0,1,0,Ph,0
53,26,22,1,2,100,6.041228288,0,0,1,0,Email,0
43,17,158,NA,1,0,31.15338763,0,0,1,0,Email,0
35,9,131,3,3,0,3.957583244,0,1,1,1,Ph,1
49,24,75,1,2,160,36.68956564,0,0,0,1,Email,0
28,4,69,3,2,170,8.91015679,0,0,0,0,Email,0
51,27,NA,2,1,0,11.04711908,0,0,0,0,Email,0
39,14,34,4,1,0,22.10462006,0,0,1,1,Email,0
NA,7,NA,1,1,NA,21.89415141,0,0,1,0,Email,0
44,18,129,1,1,0,76.55570532,0,0,1,0,Ph,0
46,20,158,3,1,432,71.21954707,0,0,0,1,Email,1
42,18,54,1,1,0,24.37629077,0,0,1,0,Email,0
41,17,34,NA,2,NA,25.95525051,0,0,0,0,Email,0
23,-2,45,4,2,NA,7.04595539,0,0,1,1,Email,0
59,33,68,2,3,0,28.70835994,1,0,0,0,Email,0
47,21,53,1,2,0,19.04515619,0,0,1,0,Email,0
48,23,32,1,1,0,1.998446728,0,0,0,1,Email,0
58,33,173,2,3,0,92.30289113,0,0,1,0,Email,1
58,34,31,4,1,0,4.976210091,0,0,0,0,Email,0
54,29,72,2,1,144,48.9269379,0,0,1,0,Email,0
49,24,30,4,2,157,4.995490638,0,1,1,1,Ph,0
63,38,NA,1,1,0,31.5869919,0,0,1,0,Ph,0
62,37,18,1,2,127,18.96301204,0,0,0,0,Email,0
45,19,69,1,1,220,37.11780527,0,0,1,1,Ph,0
39,13,NA,3,1,247,26.74961129,0,0,1,0,Ph,0
58,34,63,4,1,0,19.37921194,0,0,1,0,Ph,0
56,30,43,NA,1,0,4.02506964,1,0,0,0,Email,0
29,5,28,1,3,0,2.930646233,0,0,1,0,Email,0
33,9,38,NA,3,133,26.78137196,0,0,0,0,Ph,0
55,29,72,3,2,147,4.028136702,0,0,0,0,Email,0
56,31,64,4,1,0,12.0073733,0,0,1,0,Email,0
36,12,70,3,2,165,33.03034643,0,0,1,0,Email,0
53,29,12,1,1,0,4.016147015,0,0,NA,0,Email,0
NA,31,159,2,1,0,5.927665358,0,0,0,0,Email,0
35,9,103,2,3,0,59.88842494,0,0,1,0,Email,0
43,18,NA,1,3,0,4.029394812,0,0,1,0,Email,0
54,29,48,2,3,142,26.58308159,0,0,1,0,Email,0
29,3,49,1,1,0,19.15425662,0,0,0,0,Email,0
39,NA,89,2,1,0,4.973192323,0,0,1,0,Ph,0
32,8,22,4,2,0,8.902738078,0,0,1,1,Email,0
51,27,10,2,1,NA,3.01046263,0,0,0,0,Email,0
50,25,38,NA,2,120,16.06962117,0,0,0,1,Email,0
54,29,49,2,3,95,26.93332015,0,0,1,1,Ph,0
38,12,30,2,3,0,17.91091389,0,0,0,1,Email,0
32,7,82,1,2,240,33.22835463,NA,1,1,1,Ph,0
62,37,82,1,3,312,11.03946521,0,0,1,0,Email,0
57,33,24,1,2,0,1.997040079,0,0,0,0,Ph,0
47,23,32,4,1,156,6.985408046,0,0,1,1,Ph,0
51,25,34,3,3,111,12.15369922,0,0,1,0,Ph,0
54,27,195,2,2,477,63.17444646,0,0,0,0,Ph,1
26,1,61,4,1,119,27.81834624,0,0,0,0,Ph,0
37,11,22,3,2,0,1.981697369,0,0,1,1,Email,0
27,0,40,4,3,0,13.05077062,0,0,1,0,Email,0
63,38,50,2,1,205,36.78733994,NA,0,0,0,Email,0
62,36,35,2,3,0,9.017670921,1,NA,0,1,Email,0
59,33,64,3,2,0,3.958048384,0,0,0,0,Email,0
32,7,49,3,1,0,29.25561808,0,0,1,0,Email,0
35,8,44,4,2,192,12.9874188,0,0,0,1,Email,0
56,31,65,NA,NA,0,49.24705729,0,0,1,0,Email,0
55,31,13,4,1,0,8.915531955,0,0,1,0,Ph,0
31,5,84,1,3,105,38.66608779,0,0,0,1,Email,0
54,29,28,4,2,101,2.989823028,0,0,1,0,Ph,0
58,32,108,3,1,0,58.24968391,0,0,1,0,Email,0
48,24,59,1,1,144,0.992835445,0,0,1,0,Email,0
48,22,163,1,1,396,30.75836771,0,0,1,0,Email,0
33,NA,183,2,3,582,102.9617159,0,0,1,0,Email,1
NA,6,69,4,3,0,52.28468997,0,0,1,0,Email,0
41,16,115,1,NA,0,89.21872678,0,0,0,0,Email,0
55,31,130,4,1,0,84.22174415,0,0,0,1,Ph,1
63,NA,185,2,2,358,96.18573394,0,0,1,0,Ph,1
NA,29,118,2,1,0,3.985142402,0,0,1,0,Email,0
38,13,163,1,1,0,53.12922101,0,0,0,0,Ph,0
46,20,140,2,1,380,80.60082869,0,0,1,1,Email,0
59,33,91,2,2,0,9.006997318,0,0,1,1,Ph,0
56,31,61,4,3,0,16.00595467,0,0,1,1,Ph,0
59,35,NA,NA,2,0,52.89466502,0,0,1,0,Email,1
39,13,69,3,2,0,11.9399156,0,0,0,0,Email,0
47,21,22,1,1,104,3.038770424,0,0,0,0,Email,0
47,NA,53,1,1,213,3.992452003,0,0,0,0,Email,0
53,NA,25,2,NA,0,12.85874399,0,1,1,1,Email,0
36,9,115,4,2,0,28.18084569,0,0,0,0,Ph,1
34,9,31,4,3,85,13.95265117,1,1,1,1,Email,0
36,10,83,1,3,0,36.93063807,0,0,0,1,Email,0
60,34,152,2,1,0,89.52003519,0,0,0,0,Email,0
45,20,30,1,1,0,2.003921291,0,0,1,0,Email,0
27,3,34,1,3,0,2.997002845,0,0,1,1,Email,0
47,22,44,1,3,0,18.09766379,0,0,1,1,Email,0
NA,NA,182,2,1,0,94.19782053,0,0,0,0,Email,0
54,30,44,3,1,117,18.96182276,0,0,1,0,Ph,0
57,33,122,2,1,153,77.94848043,1,1,1,1,Ph,0
52,26,35,NA,1,0,23.8519391,0,0,1,0,Ph,0
51,25,91,1,3,0,11.00862351,0,0,0,0,Email,0
57,32,30,2,2,0,25.78199315,0,0,0,0,Email,0
65,39,53,1,3,0,32.24564154,0,0,1,0,Ph,0
58,33,28,1,3,0,3.934219542,0,0,1,0,Email,0
64,39,85,4,2,200,44.75315145,0,NA,1,0,Email,0
NA,NA,28,2,2,90,9.227391119,0,0,1,1,Email,0
NA,34,41,4,1,177,5.074188324,0,0,1,NA,Email,0
52,22,154,1,3,0,65.81222537,1,1,1,0,Ph,1
43,NA,41,1,3,0,4.038754984,0,0,1,0,Email,0
56,32,33,3,1,0,19.02673899,0,0,0,0,Email,0
37,12,182,3,3,0,76.1043511,0,0,1,0,Ph,1
53,27,59,2,3,0,10.97675296,0,0,NA,0,Ph,0
27,2,129,2,1,NA,43.26988326,1,0,0,0,Ph,0
53,27,35,3,3,136,11.96974519,0,0,1,0,Email,0
NA,16,185,3,2,0,28.01240374,1,1,1,1,Email,1
58,34,45,4,2,201,16.21895701,0,0,0,0,Email,0
36,12,62,4,2,145,2.001934659,0,0,0,0,Email,0
53,28,183,3,3,467,98.7539115,0,1,1,1,Ph,1
48,22,14,2,3,0,1.990694934,0,0,1,0,Email,0
54,28,53,1,3,0,28.3110643,0,0,1,1,Email,0
26,1,48,3,3,169,32.89068229,0,0,0,0,Email,0
50,26,128,2,1,0,5.019776085,0,0,1,0,Email,0
31,7,105,1,1,331,51.30210512,0,0,1,0,Email,0
35,9,40,3,1,0,11.98074055,0,0,1,1,Email,0
63,37,NA,2,1,0,5.006309353,0,0,1,0,Ph,0
